,problem_id,dp,constraints,machine_techniques,human_techniques,machine_solutions,correctness,follow_constraints,new_techniques,new_techniques_ratio,convergent_score,divergent_score,neogauge_score
296,1838A,4,"['if statement', 'sorting', 'for loop', 'while loop']","['if statement', 'for loop']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', '=', 'l', 's', 'm', ',', '.', '0', '<', 'b', 'k', 'x', 'd', 'B', 'c', 'L', '[', '*', ']', '2', ';', '-', '>', '1', '!', '&', '?', 'y', 'z', ""'""]","import sys
import math

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    max_val = max(a)
    min_val = min(a)
    if max_val == min_val:
        print(max_val)
    else:
        for i in range(n):
            for j in range(i + 1, n):
                if a[i] == a[j]:
                    print(a[i])
                    return
                elif abs(a[i] - a[j]) == max_val or abs(a[i] - a[j]) == min_val:
                    print(max_val if a[i] > a[j] else min_val)
                    return
                elif abs(a[i] - a[j]) == max(a):
                    print(max_val)
                    return
                elif abs(a[i] - a[j]) == min(a):
                    print(min_val)
                    return
",False,False,2,1.0,0.0,1.0,0.0
297,1838A,5,"['if statement', 'sorting', 'for loop', 'while loop', 'queue']","['if statement', 'for loop']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', '=', 'l', 's', 'm', ',', '.', '0', '<', 'b', 'k', 'x', 'd', 'B', 'c', 'L', '[', '*', ']', '2', ';', '-', '>', '1', '!', '&', '?', 'y', 'z', ""'""]","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    max_val = max(a)
    min_val = min(a)
    if max_val == min_val:
        print(max_val)
    else:
        for i in range(n):
            for j in range(i + 1, n):
                if abs(a[i] - a[j]) == max_val or abs(a[i] - a[j]) == min_val:
                    print(a[i] if a[i] == max_val else a[j])
                    return
        print(max_val)
",False,False,2,1.0,0.0,1.0,0.0
298,1837A,0,['this is the og problem'],"['for loop', 'if statement', 'tuple', 'hashmap']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', 'x', ',', 'k', '=', 'm', '.', 's', 'l', '%', '!', '0', '1', '2', '-', 'b', '[', ']', 'v', '*', ';', '<', '+', 'z', 'y', 'c', 'h', 'd', '&', '""', '\\', '#', '{', '}', ""'"", 'j']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        x, k = map(int, input().split())
        if x % k == 0:
            print(2)
            print(x - (k - 1), 1)
        else:
            print(1)
            print(x)
",False,True,4,1.0,0.0,1.0,0.0
299,1837A,1,['for loop'],"['for loop', 'if statement', 'misc']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', 'x', ',', 'k', '=', 'm', '.', 's', 'l', '%', '!', '0', '1', '2', '-', 'b', '[', ']', 'v', '*', ';', '<', '+', 'z', 'y', 'c', 'h', 'd', '&', '""', '\\', '#', '{', '}', ""'"", 'j']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        x, k = map(int, input().split())
        if x % k == 0:
            print(1)
            print(x - k + 1)
        else:
            print(1)
            print(x)
",False,False,3,1.0,0.0,1.0,0.0
300,1837A,2,"['for loop', 'recursion']","['for loop', 'if statement']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', 'x', ',', 'k', '=', 'm', '.', 's', 'l', '%', '!', '0', '1', '2', '-', 'b', '[', ']', 'v', '*', ';', '<', '+', 'z', 'y', 'c', 'h', 'd', '&', '""', '\\', '#', '{', '}', ""'"", 'j']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        x, k = map(int, input().split())
        if x % k == 0:
            print(1)
            print(x - k + 1)
        else:
            print(1)
            print(x)
",False,False,2,1.0,0.0,1.0,0.0
301,1837A,3,"['for loop', 'recursion', 'if statement']","['for loop', 'if statement', 'tuple']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', 'x', ',', 'k', '=', 'm', '.', 's', 'l', '%', '!', '0', '1', '2', '-', 'b', '[', ']', 'v', '*', ';', '<', '+', 'z', 'y', 'c', 'h', 'd', '&', '""', '\\', '#', '{', '}', ""'"", 'j']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        x, k = map(int, input().split())
        if x % k == 0:
            print(2)
            print(x - (k - 1), 1)
        else:
            print(1)
            print(x)
",False,False,3,1.0,0.0,1.0,0.0
302,1837A,4,"['for loop', 'recursion', 'if statement', 'hashmap']","['if statement', 'for loop', 'tuple']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', 'x', ',', 'k', '=', 'm', '.', 's', 'l', '%', '!', '0', '1', '2', '-', 'b', '[', ']', 'v', '*', ';', '<', '+', 'z', 'y', 'c', 'h', 'd', '&', '""', '\\', '#', '{', '}', ""'"", 'j']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        x, k = map(int, input().split())
        if x % k == 0:
            print(2)
            print(x - k + 1, 1)
        else:
            print(1)
            print(x)
",False,False,3,1.0,0.0,1.0,0.0
303,1836A,0,['this is the og problem'],"['for loop', 'if statement', 'break statement', 'dynamic programming', 'hashmap']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', ' ', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'm', 'a', '(', ')', '{', 'T', ';', ':', 'w', '-', 'N', 'v', 'o', 'r', '1', '0', '[', ']', '}', '_', 'g', ',', '?', '""', 'Y', 'E', 'S', 'O', ""'"", '\\', 'x', '=', '2', 'L', '\t', 'f', '%', '&', 'j', 'k', 'p', '*', '~', 'y', '!', 'A', 'B', 'C', '5', 'F', 'q', '9', '3', 'I', 'M', '7', '8', '4']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        l = list(map(int, input().split()))
        l = [0] + l
        dp = [False] * (n + 1)
        dp[0] = True
        for i in range(1, n + 1):
            for j in range(i):
                if l[i] == l[j] + i - j and dp[j]:
                    dp[i] = True
                    break
        print(""YES"" if dp[n] else ""NO"")
",False,True,5,1.0,0.0,1.0,0.0
304,1836A,1,['for loop'],"['for loop', 'if statement', 'queue', 'break statement']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', ' ', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'm', 'a', '(', ')', '{', 'T', ';', ':', 'w', '-', 'N', 'v', 'o', 'r', '1', '0', '[', ']', '}', '_', 'g', ',', '?', '""', 'Y', 'E', 'S', 'O', ""'"", '\\', 'x', '=', '2', 'L', '\t', 'f', '%', '&', 'j', 'k', 'p', '*', '~', 'y', '!', 'A', 'B', 'C', '5', 'F', 'q', '9', '3', 'I', 'M', '7', '8', '4']","from collections import deque

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        arr = list(map(int, input().split()))
        q = deque()
        for i in range(n):
            if arr[i] == 0:
                q.append(i)
        for i in range(n):
            if arr[i]!= 0:
                if not q or q[0]!= i - arr[i]:
                    print(""NO"")
                    break
                else:
                    for _ in range(arr[i]):
                        q.popleft()
            else:
                q.append(i)
        else:
            print(""YES"")
",False,False,4,1.0,0.0,1.0,0.0
305,1836A,2,"['for loop', 'break statement']","['if statement', 'for loop']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', ' ', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'm', 'a', '(', ')', '{', 'T', ';', ':', 'w', '-', 'N', 'v', 'o', 'r', '1', '0', '[', ']', '}', '_', 'g', ',', '?', '""', 'Y', 'E', 'S', 'O', ""'"", '\\', 'x', '=', '2', 'L', '\t', 'f', '%', '&', 'j', 'k', 'p', '*', '~', 'y', '!', 'A', 'B', 'C', '5', 'F', 'q', '9', '3', 'I', 'M', '7', '8', '4']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    a = [0] + a
    dp = [False] * (n + 1)
    dp[0] = True
    for i in range(1, n + 1):
        for j in range(i):
            if a[i] == a[j] + 1 and dp[j]:
                dp[i] = True
                break
    print(""YES"" if dp[-1] else ""NO"")
",False,False,2,1.0,0.0,1.0,0.0
306,1836A,3,"['for loop', 'break statement', 'while loop']","['for loop', 'if statement', 'break statement', 'dynamic programming']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', ' ', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'm', 'a', '(', ')', '{', 'T', ';', ':', 'w', '-', 'N', 'v', 'o', 'r', '1', '0', '[', ']', '}', '_', 'g', ',', '?', '""', 'Y', 'E', 'S', 'O', ""'"", '\\', 'x', '=', '2', 'L', '\t', 'f', '%', '&', 'j', 'k', 'p', '*', '~', 'y', '!', 'A', 'B', 'C', '5', 'F', 'q', '9', '3', 'I', 'M', '7', '8', '4']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        l = list(map(int, input().split()))
        l = [0] + l
        dp = [False] * (n + 1)
        dp[0] = True
        for i in range(1, n + 1):
            for j in range(i):
                if l[i] == l[j] + i - j and dp[j]:
                    dp[i] = True
                    break
        print(""YES"" if dp[n] else ""NO"")
",False,False,4,1.0,0.0,1.0,0.0
307,1836A,4,"['for loop', 'break statement', 'while loop', 'if statement']","['if statement', 'for loop', 'dynamic programming']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', ' ', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'm', 'a', '(', ')', '{', 'T', ';', ':', 'w', '-', 'N', 'v', 'o', 'r', '1', '0', '[', ']', '}', '_', 'g', ',', '?', '""', 'Y', 'E', 'S', 'O', ""'"", '\\', 'x', '=', '2', 'L', '\t', 'f', '%', '&', 'j', 'k', 'p', '*', '~', 'y', '!', 'A', 'B', 'C', '5', 'F', 'q', '9', '3', 'I', 'M', '7', '8', '4']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        l = list(map(int, input().split()))
        l = [0] + l
        dp = [0] * (n + 1)
        dp[1] = 1
        for i in range(2, n + 1):
            if l[i] == 0:
                dp[i] = dp[i - 1]
            elif l[i] + 1 == l[i - 1]:
                dp[i] = dp[i - 1] or dp[l[i - 1]]
            elif l[i] + 1 < l[i - 1]:
                dp[i] = dp[i - 1]
            else:
                dp[i] = 0
        print(""YES"" if dp[n] else ""NO"")
",False,False,3,1.0,0.0,1.0,0.0
308,1836A,5,"['for loop', 'break statement', 'while loop', 'if statement', 'recursion']",['for loop'],"['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', ' ', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'm', 'a', '(', ')', '{', 'T', ';', ':', 'w', '-', 'N', 'v', 'o', 'r', '1', '0', '[', ']', '}', '_', 'g', ',', '?', '""', 'Y', 'E', 'S', 'O', ""'"", '\\', 'x', '=', '2', 'L', '\t', 'f', '%', '&', 'j', 'k', 'p', '*', '~', 'y', '!', 'A', 'B', 'C', '5', 'F', 'q', '9', '3', 'I', 'M', '7', '8', '4']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        l = list(map(int, input().split()))
        seen = [False] * 101
        for i in range(n):
            if l[i] >= i + 1:
                print(""NO"")
                break
            if l[i] > 0 and not seen[l[i]]:
                print(""NO"")
                break
            seen[l[i]] = True
        else:
            print(""YES"")
",False,False,1,1.0,0.0,1.0,0.0
309,1834A,0,['this is the og problem'],"['if statement', 'dictionary']","['f', 'o', 'r', ' ', 't', 'i', 'n', 'a', 'g', 'e', '(', 'p', 'u', ')', ':', '\n', '=', 'l', 's', 'm', ',', '.', '0', '<', '+', '1', '/', '2', '%', '!', '-', '#', 'c', 'd', '>', '\r', ';', '{', '\t', 'w', 'h', 'N', '}', '|', '_', '*', '""', '&', 'j', '~', '\\', 'z', 'x', 'k', ""'"", '[', ']', 'S', 'v', 'b', 'T', 'A', 'y', '3']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    count = a.count(-1)
    sum = sum(a)
    if sum >= 0 and count % 2 == 0:
        print(0)
    elif sum >= 0 and count % 2 == 1:
        print(1)
    else:
        print(count - abs(sum) + 1)
",False,True,2,1.0,0.0,1.0,0.0
310,1834A,1,['for loop'],"['if statement', 'hashmap']","['f', 'o', 'r', ' ', 't', 'i', 'n', 'a', 'g', 'e', '(', 'p', 'u', ')', ':', '\n', '=', 'l', 's', 'm', ',', '.', '0', '<', '+', '1', '/', '2', '%', '!', '-', '#', 'c', 'd', '>', '\r', ';', '{', '\t', 'w', 'h', 'N', '}', '|', '_', '*', '""', '&', 'j', '~', '\\', 'z', 'x', 'k', ""'"", '[', ']', 'S', 'v', 'b', 'T', 'A', 'y', '3']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    count = a.count(-1)
    sum = sum(a)
    if sum >= 0 and count % 2 == 0:
        print(0)
    elif sum >= 0 and count % 2 == 1:
        print(1)
    else:
        print(count - abs(sum) % 2)
",False,True,2,1.0,0.0,1.0,0.0
311,1834A,2,"['for loop', 'while loop']",['if statement'],"['f', 'o', 'r', ' ', 't', 'i', 'n', 'a', 'g', 'e', '(', 'p', 'u', ')', ':', '\n', '=', 'l', 's', 'm', ',', '.', '0', '<', '+', '1', '/', '2', '%', '!', '-', '#', 'c', 'd', '>', '\r', ';', '{', '\t', 'w', 'h', 'N', '}', '|', '_', '*', '""', '&', 'j', '~', '\\', 'z', 'x', 'k', ""'"", '[', ']', 'S', 'v', 'b', 'T', 'A', 'y', '3']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    count = a.count(-1)
    sum = sum(a)
    if sum == 0 and count % 2 == 0:
        print(0)
    elif sum >= 0 and count % 2 == 0:
        print(0)
    elif sum < 0 and count % 2 == 1:
        print(1)
    else:
        print(abs(sum) // 2 + (abs(sum) % 2))
",False,True,1,1.0,0.0,1.0,0.0
312,1834A,3,"['for loop', 'while loop', 'tuple']","['if statement', 'hashmap']","['f', 'o', 'r', ' ', 't', 'i', 'n', 'a', 'g', 'e', '(', 'p', 'u', ')', ':', '\n', '=', 'l', 's', 'm', ',', '.', '0', '<', '+', '1', '/', '2', '%', '!', '-', '#', 'c', 'd', '>', '\r', ';', '{', '\t', 'w', 'h', 'N', '}', '|', '_', '*', '""', '&', 'j', '~', '\\', 'z', 'x', 'k', ""'"", '[', ']', 'S', 'v', 'b', 'T', 'A', 'y', '3']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    count = a.count(-1)
    sum = sum(a)
    if sum == 0 and count % 2 == 0:
        print(0)
    elif sum >= 0 and count % 2 == 0:
        print(0)
    elif sum < 0 and count % 2 == 1:
        print(0)
    else:
        print(abs(sum) % 2)
",False,True,2,1.0,0.0,1.0,0.0
313,1834A,4,"['for loop', 'while loop', 'tuple', 'if statement']","['if statement', 'for loop']","['f', 'o', 'r', ' ', 't', 'i', 'n', 'a', 'g', 'e', '(', 'p', 'u', ')', ':', '\n', '=', 'l', 's', 'm', ',', '.', '0', '<', '+', '1', '/', '2', '%', '!', '-', '#', 'c', 'd', '>', '\r', ';', '{', '\t', 'w', 'h', 'N', '}', '|', '_', '*', '""', '&', 'j', '~', '\\', 'z', 'x', 'k', ""'"", '[', ']', 'S', 'v', 'b', 'T', 'A', 'y', '3']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    count = 0
    for i in range(n):
        if a[i] == -1:
            count += 1
    if count % 2 == 0:
        print(count // 2)
    else:
        print(count // 2 + 1)
",False,False,2,1.0,0.0,1.0,0.0
314,1833C,0,['this is the og problem'],"['if statement', 'for loop', 'tuple', 'misc']","['f', 'o', 'r', ' ', '_', 'i', 'n', 't', '(', 'p', 'u', ')', '*', ""'"", ':', '\r', '\n', '=', 'a', ',', 'm', '.', 's', 'l', 'c', '0', 'x', '+', '%', '2', '""', 'Y', 'E', 'S', 'e', 'N', 'O', 'g', 'y', '[', ']', '1', 'd', '>', ';', '~', '&', '!', '#', '<', '{', '\t', 'w', 'h', '-', '9', '7', '}', '^', '\\', 'b', '/', 'I', 'T', 'M', 'A', 'X', '|', '?', 'k', 'v']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        even = [x for x in a if x % 2 == 0]
        odd = [x for x in a if x % 2!= 0]
        if len(even) == n or len(odd) == n or all(x % 2 == 0 for x in a):
            print(""YES"")
        else:
            print(""NO"")
",False,True,4,1.0,0.0,1.0,0.0
315,1833C,1,['for loop'],"['if statement', 'for loop', 'break statement', 'sorting', 'tuple', 'matrix operation']","['f', 'o', 'r', ' ', '_', 'i', 'n', 't', '(', 'p', 'u', ')', '*', ""'"", ':', '\r', '\n', '=', 'a', ',', 'm', '.', 's', 'l', 'c', '0', 'x', '+', '%', '2', '""', 'Y', 'E', 'S', 'e', 'N', 'O', 'g', 'y', '[', ']', '1', 'd', '>', ';', '~', '&', '!', '#', '<', '{', '\t', 'w', 'h', '-', '9', '7', '}', '^', '\\', 'b', '/', 'I', 'T', 'M', 'A', 'X', '|', '?', 'k', 'v']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        a.sort()
        min_even = float('inf')
        min_odd = float('inf')
        all_even = True
        all_odd = True
        for num in a:
            if num % 2 == 0:
                if num < min_even:
                    min_even = num
                all_odd = False
            else:
                if num < min_odd:
                    min_odd = num
                all_even = False
        if all_even or all_odd:
            print(""YES"")
        else:
            for num in a:
                if num % 2 == 0:
                    if num - min_odd <= 0:
                        print(""NO"")
                        break
                else:
                    if num - min_even <= 0:
                        print(""NO"")
                        break
            else:
                print(""YES"")
",False,False,6,1.0,0.0,1.0,0.0
316,1833C,2,"['for loop', 'tuple']","['if statement', 'for loop', 'sorting']","['f', 'o', 'r', ' ', '_', 'i', 'n', 't', '(', 'p', 'u', ')', '*', ""'"", ':', '\r', '\n', '=', 'a', ',', 'm', '.', 's', 'l', 'c', '0', 'x', '+', '%', '2', '""', 'Y', 'E', 'S', 'e', 'N', 'O', 'g', 'y', '[', ']', '1', 'd', '>', ';', '~', '&', '!', '#', '<', '{', '\t', 'w', 'h', '-', '9', '7', '}', '^', '\\', 'b', '/', 'I', 'T', 'M', 'A', 'X', '|', '?', 'k', 'v']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    a.sort()
    if a[0] % 2 == 1:
        for i in range(n):
            if a[i] % 2 == 0:
                print(""NO"")
                return
    else:
        for i in range(1, n):
            if a[i] % 2 == 1:
                if a[i] <= a[i - 1]:
                    print(""NO"")
                    return
    print(""YES"")
",False,False,3,1.0,0.0,1.0,0.0
317,1833C,3,"['for loop', 'tuple', 'recursion']","['if statement', 'for loop', 'dictionary']","['f', 'o', 'r', ' ', '_', 'i', 'n', 't', '(', 'p', 'u', ')', '*', ""'"", ':', '\r', '\n', '=', 'a', ',', 'm', '.', 's', 'l', 'c', '0', 'x', '+', '%', '2', '""', 'Y', 'E', 'S', 'e', 'N', 'O', 'g', 'y', '[', ']', '1', 'd', '>', ';', '~', '&', '!', '#', '<', '{', '\t', 'w', 'h', '-', '9', '7', '}', '^', '\\', 'b', '/', 'I', 'T', 'M', 'A', 'X', '|', '?', 'k', 'v']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    a.sort()
    min_odd = sys.maxsize
    min_even = sys.maxsize
    all_even = True
    all_odd = True
    for i in range(n):
        if a[i] % 2 == 0:
            if a[i] < min_even:
                min_even = a[i]
            all_odd = False
        else:
            if a[i] < min_odd:
                min_odd = a[i]
            all_even = False
    if all_even or all_odd:
        print(""YES"")
    else:
        for i in range(n):
            if a[i] % 2 == 0:
                if a[i] - min_odd <= 0:
                    print(""NO"")
                    return
            else:
                if a[i] - min_even <= 0:
                    print(""NO"")
                    return
        print(""YES"")
",False,False,3,1.0,0.0,1.0,0.0
318,1833C,4,"['for loop', 'tuple', 'recursion', 'if statement']",['for loop'],"['f', 'o', 'r', ' ', '_', 'i', 'n', 't', '(', 'p', 'u', ')', '*', ""'"", ':', '\r', '\n', '=', 'a', ',', 'm', '.', 's', 'l', 'c', '0', 'x', '+', '%', '2', '""', 'Y', 'E', 'S', 'e', 'N', 'O', 'g', 'y', '[', ']', '1', 'd', '>', ';', '~', '&', '!', '#', '<', '{', '\t', 'w', 'h', '-', '9', '7', '}', '^', '\\', 'b', '/', 'I', 'T', 'M', 'A', 'X', '|', '?', 'k', 'v']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    even = [x for x in a if x % 2 == 0]
    odd = [x for x in a if x % 2!= 0]
    even.sort()
    odd.sort()
    if not even or not odd:
        print(""YES"")
        return
    if even[0] < odd[0]:
        print(""NO"")
        return
    for i in range(1, len(even)):
        if even[i] < odd[0]:
            print(""NO"")
            return
    for i in range(1, len(odd)):
        if odd[i] < even[0]:
            print(""NO"")
            return
    print(""YES"")
",False,False,1,1.0,0.0,1.0,0.0
319,1833C,5,"['for loop', 'tuple', 'recursion', 'if statement', 'while loop']","['if statement', 'for loop', 'sorting']","['f', 'o', 'r', ' ', '_', 'i', 'n', 't', '(', 'p', 'u', ')', '*', ""'"", ':', '\r', '\n', '=', 'a', ',', 'm', '.', 's', 'l', 'c', '0', 'x', '+', '%', '2', '""', 'Y', 'E', 'S', 'e', 'N', 'O', 'g', 'y', '[', ']', '1', 'd', '>', ';', '~', '&', '!', '#', '<', '{', '\t', 'w', 'h', '-', '9', '7', '}', '^', '\\', 'b', '/', 'I', 'T', 'M', 'A', 'X', '|', '?', 'k', 'v']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    even = [x for x in a if x % 2 == 0]
    odd = [x for x in a if x % 2!= 0]
    even.sort()
    odd.sort()
    if not even or not odd:
        print(""YES"")
        return
    for x in a:
        if x % 2 == 0:
            if x < even[-1]:
                print(""NO"")
                return
        else:
            if x < odd[-1]:
                print(""NO"")
                return
    print(""YES"")
",False,False,3,1.0,0.0,1.0,0.0
320,1833A,0,['this is the og problem'],"['for loop', 'set']","['f', 'o', 'r', ' ', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', '=', 's', 'l', '-', '1', '.', 'd', '[', ']', '+', '_', '2', '*', '0', '{', 'z', ',', '}', 'w', 'k', 'm', 'j', 'c', 'I', 'v', 'y', ""'"", 'X']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        s = input()
        notes = set()
        for i in range(n - 1):
            notes.add(s[i:i + 2])
        print(len(notes))
",True,True,2,1.0,1.0,1.0,1.0
321,1833A,1,['if statement'],['for loop'],"['f', 'o', 'r', ' ', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', '=', 's', 'l', '-', '1', '.', 'd', '[', ']', '+', '_', '2', '*', '0', '{', 'z', ',', '}', 'w', 'k', 'm', 'j', 'c', 'I', 'v', 'y', ""'"", 'X']","from collections import defaultdict
from sys import stdin, stdout

def solve():
    n = int(input())
    s = input().strip()
    graph = defaultdict(set)
    for i in range(n - 1):
        graph[s[i]].add(s[i + 1])
        graph[s[i + 1]].add(s[i])
    visited = set()
    count = 0
    for node in graph:
        if node not in visited:
            stack = [node]
            visited.add(node)
            while stack:
                curr = stack.pop()
                for neighbor in graph[curr]:
                    if neighbor not in visited:
                        visited.add(neighbor)
                        stack.append(neighbor)
            count += 1
    stdout.write(str(count) + '\n')
",False,True,1,1.0,0.0,1.0,0.0
322,1833A,2,"['if statement', 'for loop']","['if statement', 'for loop', 'dictionary']","['f', 'o', 'r', ' ', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', '=', 's', 'l', '-', '1', '.', 'd', '[', ']', '+', '_', '2', '*', '0', '{', 'z', ',', '}', 'w', 'k', 'm', 'j', 'c', 'I', 'v', 'y', ""'"", 'X']","import sys
from collections import defaultdict

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        s = input()
        graph = defaultdict(list)
        for i in range(n - 1):
            graph[s[i]].append(s[i + 1])
            graph[s[i + 1]].append(s[i])
        ans = 0
        for node in graph:
            ans = max(ans, len(graph[node]))
        print(ans)
",False,False,3,1.0,0.0,1.0,0.0
323,1833A,3,"['if statement', 'for loop', 'set']","['for loop', 'while loop', 'if statement']","['f', 'o', 'r', ' ', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', '=', 's', 'l', '-', '1', '.', 'd', '[', ']', '+', '_', '2', '*', '0', '{', 'z', ',', '}', 'w', 'k', 'm', 'j', 'c', 'I', 'v', 'y', ""'"", 'X']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        s = input()
        count = 0
        i = 0
        while i < n - 1:
            if s[i]!= s[i + 1]:
                count += 1
                i += 1
            i += 1
        print(count + 1)
",False,False,3,1.0,0.0,1.0,0.0
324,1833A,4,"['if statement', 'for loop', 'set', 'while loop']","['for loop', 'while loop', 'if statement']","['f', 'o', 'r', ' ', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', '=', 's', 'l', '-', '1', '.', 'd', '[', ']', '+', '_', '2', '*', '0', '{', 'z', ',', '}', 'w', 'k', 'm', 'j', 'c', 'I', 'v', 'y', ""'"", 'X']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        s = input()
        count = 0
        i = 0
        while i < n - 1:
            if s[i]!= s[i + 1]:
                count += 1
            i += 2
        print(count)
",False,False,3,1.0,0.0,1.0,0.0
325,1833A,5,"['if statement', 'for loop', 'set', 'while loop', 'recursion']","['for loop', 'while loop', 'if statement']","['f', 'o', 'r', ' ', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', '=', 's', 'l', '-', '1', '.', 'd', '[', ']', '+', '_', '2', '*', '0', '{', 'z', ',', '}', 'w', 'k', 'm', 'j', 'c', 'I', 'v', 'y', ""'"", 'X']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        s = input()
        count = 0
        i = 0
        while i < n - 1:
            if s[i]!= s[i + 1]:
                count += 1
                i += 1
            i += 1
        print(count + 1)
",False,False,3,1.0,0.0,1.0,0.0
326,1832A,0,['this is the og problem'],"['for loop', 'if statement', 'dictionary', 'hashmap']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', 's', '=', 'l', '[', '/', '2', ']', '>', '1', '""', 'Y', 'E', 'S', 'N', 'O', ',', '!', '-', 'y', '*', '0', ""'"", '{', '}', '<', '\t', 'w', 'b', 'm', 'd', '.', 'k', '%', 'F', '+', 'T', 'x', 'c']","from collections import Counter

def solve():
    t = int(input())
    for _ in range(t):
        s = input()
        freq = Counter(s)
        unique_chars = len(freq)
        has_odd_count = any(count % 2!= 0 for count in freq.values())
        if unique_chars > 1 and has_odd_count:
            print(""YES"")
        else:
            print(""NO"")
",False,True,4,1.0,0.0,1.0,0.0
